CustomerID,Country,State,City,Lat Long,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,CLTV,Churn Reason,Cluster,Segment
6458-CYIDZ,United States,California,Albion,"39.225694, -123.717354",Female,Yes,No,No,5,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,80.7,374.8,No,0,3468,No Churn,1,At-Risk New
1090-PYKCI,United States,California,Boonville,"39.025867, -123.381544",Female,No,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),105.1,7234.8,No,0,4686,No Churn,2,Loyal High-Value
3058-WQDRE,United States,California,Branscomb,"39.710591, -123.682799",Male,No,No,No,13,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.15,331.85,No,0,4943,No Churn,0,Budget Customers
2279-AXJJK,United States,California,Cazadero,"38.578807, -123.19338",Male,No,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.65,5088.4,No,0,4465,No Churn,2,Loyal High-Value
0909-SELIE,United States,California,Clearlake Oaks,"39.07116, -122.598542",Male,No,Yes,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),80.8,4860.85,No,0,4302,No Churn,2,Loyal High-Value
3417-TSCIC,United States,California,Cloverdale,"38.801936, -122.938935",Male,No,No,No,29,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,24.85,788.05,No,0,4161,No Churn,0,Budget Customers
1042-HFUCW,United States,California,Cobb,"38.838088, -122.73203",Female,No,No,Yes,25,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),54.75,1266.35,No,0,5136,No Churn,0,Budget Customers
6537-OTKMY,United States,California,Covelo,"39.83307, -123.178765",Male,No,No,No,15,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,50.75,688.2,No,0,5091,No Churn,0,Budget Customers
8999-EXMNO,United States,California,Dos Rios,"39.756049, -123.358701",Female,No,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,387.7,No,0,4246,No Churn,0,Budget Customers
6725-TPKJO,United States,California,Duncans Mills,"38.445603, -123.063756",Male,No,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.05,845.25,No,0,2798,No Churn,1,At-Risk New
7162-WPHPM,United States,California,Elk,"39.108252, -123.645121",Male,No,Yes,Yes,58,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),71.6,4230.25,No,0,4747,No Churn,2,Loyal High-Value
1599-MMYRQ,United States,California,Forestville,"38.499302, -122.92444",Male,No,Yes,Yes,62,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),81.45,4983.05,No,0,5179,No Churn,2,Loyal High-Value
8821-KVZKQ,United States,California,Fort Bragg,"39.455555, -123.683979",Female,No,Yes,Yes,70,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),58.4,4113.15,No,0,4117,No Churn,2,Loyal High-Value
6434-TTGJP,United States,California,Geyserville,"38.731771, -123.064272",Male,No,Yes,Yes,10,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),53.7,521.0,No,0,5671,No Churn,0,Budget Customers
0042-JVWOJ,United States,California,Glen Ellen,"38.368744, -122.522642",Male,No,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.6,471.85,No,0,3722,No Churn,0,Budget Customers
0130-SXOUN,United States,California,Glenhaven,"39.045246, -122.743181",Male,No,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),89.4,5976.9,No,0,4889,No Churn,2,Loyal High-Value
2330-PQGDQ,United States,California,Gualala,"38.848082, -123.50608",Male,No,Yes,Yes,51,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),84.2,4299.75,No,0,4952,No Churn,2,Loyal High-Value
1452-UZOSF,United States,California,Guerneville,"38.52576, -123.013347",Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),106.1,7548.6,No,0,4890,No Churn,2,Loyal High-Value
2097-YVPKN,United States,California,Healdsburg,"38.618347, -122.908422",Male,No,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,1654.75,No,0,5707,No Churn,0,Budget Customers
8597-CTXVJ,United States,California,Jenner,"38.505995, -123.187019",Male,No,No,Yes,70,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),64.95,4551.5,No,0,5392,No Churn,2,Loyal High-Value
6631-HMANX,United States,California,Kelseyville,"38.93496, -122.792243",Male,No,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.45,6227.5,No,0,5641,No Churn,2,Loyal High-Value
9962-BFPDU,United States,California,Kenwood,"38.419525, -122.521585",Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,No,0,5811,No Churn,0,Budget Customers
6394-HHHZM,United States,California,Little River,"39.245911, -123.77214",Male,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,57.5,No,0,2011,No Churn,1,At-Risk New
5995-LFTLE,United States,California,Lower Lake,"38.925545, -122.549083",Male,No,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.3,1474.35,No,0,4477,No Churn,0,Budget Customers
1932-UEDCX,United States,California,Manchester,"38.966713, -123.586412",Male,Yes,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.6,3270.25,No,0,3669,No Churn,1,At-Risk New
5188-HGMLP,United States,California,Middletown,"38.787446, -122.58675",Male,Yes,Yes,No,54,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.0,3919.15,No,0,4991,No Churn,2,Loyal High-Value
0665-XHDJU,United States,California,Monte Rio,"38.471049, -123.015549",Male,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,99.4,7285.7,No,0,6022,No Churn,2,Loyal High-Value
8265-HKSOW,United States,California,Occidental,"38.415003, -122.998726",Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),107.45,7658.3,No,0,4505,No Churn,2,Loyal High-Value
3544-FBCAS,United States,California,Philo,"39.094102, -123.500853",Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),83.6,5959.3,No,0,4116,No Churn,2,Loyal High-Value
5331-RGMTT,United States,California,Point Arena,"38.911299, -123.609588",Male,Yes,Yes,No,54,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.05,5295.7,No,0,4011,No Churn,2,Loyal High-Value
4759-PXTAN,United States,California,Potter Valley,"39.408634, -123.045516",Female,No,Yes,No,59,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,80.1,4693.2,No,0,4093,No Churn,2,Loyal High-Value
7054-DMVAS,United States,California,Redwood Valley,"39.298065, -123.25211",Male,No,No,No,54,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),65.3,3512.9,No,0,4556,No Churn,2,Loyal High-Value
3428-MMGUB,United States,California,Rio Nido,"38.522328, -122.97932",Male,No,No,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,89.55,5231.2,No,0,5874,No Churn,2,Loyal High-Value
6549-BTYPG,United States,California,Sebastopol,"38.398815, -122.861923",Female,No,Yes,No,60,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),60.8,3603.45,No,0,5784,No Churn,2,Loyal High-Value
7823-JSOAG,United States,California,Sonoma,"38.25485, -122.461799",Male,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.5,217.45,No,0,5203,No Churn,0,Budget Customers
3705-RHRFR,United States,California,Ukiah,"39.134075, -123.23422",Female,No,Yes,No,69,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),99.15,6875.35,No,0,5031,No Churn,2,Loyal High-Value
9374-YOLBJ,United States,California,Upper Lake,"39.220368, -122.907693",Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.25,19.25,No,0,2053,No Churn,1,At-Risk New
9074-KGVOX,United States,California,Westport,"39.724433, -123.767578",Male,No,Yes,Yes,50,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),39.45,2021.35,No,0,6018,No Churn,0,Budget Customers
6128-DAFVY,United States,California,Willits,"39.492046, -123.375818",Female,No,No,No,56,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),44.85,2564.95,No,0,4021,No Churn,0,Budget Customers
9933-QRGTX,United States,California,Windsor,"38.527297, -122.810044",Female,No,Yes,No,60,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,97.2,5611.75,No,0,4905,No Churn,2,Loyal High-Value
4476-OSWTN,United States,California,Witter Springs,"39.222323, -122.985488",Male,Yes,Yes,No,69,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,110.55,7610.1,No,0,4887,No Churn,2,Loyal High-Value
5066-GFJMM,United States,California,Eureka,"40.796621, -124.15428",Female,No,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.9,45.75,No,0,3716,No Churn,1,At-Risk New
2661-GKBTK,United States,California,Eureka,"40.737431, -124.108897",Male,No,Yes,Yes,60,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),76.95,4543.95,No,0,5053,No Churn,2,Loyal High-Value
0458-HEUZG,United States,California,Alderpoint,"40.166028, -123.584144",Female,No,No,No,13,No,No phone service,DSL,No,No,Yes,Yes,No,No,Two year,No,Mailed check,35.4,450.4,No,0,3239,No Churn,1,At-Risk New
7268-WNTCP,United States,California,Blocksburg,"40.309088, -123.668201",Male,No,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.45,1297.35,No,0,5746,No Churn,0,Budget Customers
0824-VWDPO,United States,California,Mckinleyville,"40.965011, -124.015255",Female,No,No,No,45,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),96.75,4442.75,No,0,3682,No Churn,2,Loyal High-Value
8409-WQJUX,United States,California,Arcata,"40.839958, -124.003757",Female,No,No,No,25,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,54.2,1423.15,No,0,4458,No Churn,0,Budget Customers
2578-JQPHZ,United States,California,Bayside,"40.825486, -124.049485",Male,No,No,No,44,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),100.1,4378.35,No,0,4025,No Churn,2,Loyal High-Value
3278-FSIXX,United States,California,Blue Lake,"40.94338, -123.831799",Female,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.25,74.2,No,0,5441,No Churn,0,Budget Customers
9746-UGFAC,United States,California,Carlotta,"40.497283, -123.93037",Female,No,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.85,450.65,No,0,3171,No Churn,1,At-Risk New
2946-KIQSP,United States,California,Crescent City,"41.701223, -124.003393",Female,No,No,No,35,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,33.45,1175.85,No,0,2553,No Churn,1,At-Risk New
0625-AFOHS,United States,California,Ferndale,"40.4785, -124.301372",Female,No,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,558.8,No,0,2784,No Churn,1,At-Risk New
6726-WEXXK,United States,California,Fields Landing,"40.726949, -124.217378",Male,Yes,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,85.9,2220.1,No,0,5755,No Churn,0,Budget Customers
4636-OLWOE,United States,California,Fortuna,"40.584991, -124.121504",Male,No,No,Yes,54,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,61.0,3283.05,No,0,5594,No Churn,2,Loyal High-Value
4685-ERGHK,United States,California,Gasquet,"41.867908, -123.794144",Male,No,No,No,57,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,86.9,4939.25,No,0,6109,No Churn,2,Loyal High-Value
0885-HMGPY,United States,California,Honeydew,"40.342928, -124.063329",Male,No,No,No,62,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),69.4,4237.5,No,0,6469,No Churn,2,Loyal High-Value
5003-OKNNK,United States,California,Hoopa,"41.163637, -123.704841",Female,No,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.35,335.95,No,0,3205,No Churn,1,At-Risk New
7208-PSIHR,United States,California,Klamath,"41.572813, -124.035011",Female,No,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.3,7188.5,No,0,5583,No Churn,2,Loyal High-Value
4012-ZTHBR,United States,California,Kneeland,"40.664483, -123.865325",Female,No,Yes,Yes,21,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.95,926.25,No,0,3752,No Churn,1,At-Risk New
0489-WMEMG,United States,California,Korbel,"40.7666, -123.80458",Female,No,No,Yes,23,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,49.45,1119.35,No,0,5237,No Churn,0,Budget Customers
7435-ZNUYY,United States,California,Loleta,"40.665952, -124.240051",Male,No,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,116.6,No,0,4439,No Churn,0,Budget Customers
1354-YZFNB,United States,California,Mad River,"40.390301, -123.412327",Male,No,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.55,68.8,No,0,5573,No Churn,0,Budget Customers
2985-FMWYF,United States,California,Myers Flat,"40.267158, -123.805913",Female,No,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.5,2341.55,No,0,4861,No Churn,0,Budget Customers
2812-ENYMO,United States,California,Orick,"41.336354, -124.044354",Male,No,No,No,26,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),54.55,1362.85,No,0,4296,No Churn,0,Budget Customers
2717-HVIZY,United States,California,Orleans,"41.269521, -123.546958",Female,No,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,163.6,No,0,2675,No Churn,1,At-Risk New
3422-GALYP,United States,California,Phillipsville,"40.184094, -123.745487",Male,No,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.45,145.15,No,0,2657,No Churn,1,At-Risk New
2890-WFBHU,United States,California,Salyer,"40.89866, -123.539754",Female,No,No,No,59,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),79.85,4786.1,No,0,6041,No Churn,2,Loyal High-Value
0327-WFZSY,United States,California,Samoa,"40.809636, -124.189977",Male,No,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,100.0,3835.55,No,0,5434,No Churn,2,Loyal High-Value
7977-HXJKU,United States,California,Scotia,"40.440636, -124.098739",Male,No,No,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,397.0,No,0,2447,No Churn,1,At-Risk New
7033-CLAMM,United States,California,Somes Bar,"41.444606, -123.471895",Female,No,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.2,1027.25,No,0,3828,No Churn,0,Budget Customers
4023-RTIQM,United States,California,Redcrest,"40.363446, -123.835041",Female,Yes,Yes,No,31,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),50.4,1580.1,No,0,2166,No Churn,1,At-Risk New
0864-FVJNJ,United States,California,Trinidad,"41.162295, -124.027381",Female,No,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,113.35,7222.75,No,0,4952,No Churn,2,Loyal High-Value
7356-IWLFW,United States,California,Weott,"40.310119, -123.909449",Male,No,Yes,Yes,46,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.0,3769.7,No,0,3315,No Churn,2,Loyal High-Value
9541-PWTWO,United States,California,Willow Creek,"40.949012, -123.655847",Female,No,No,No,52,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.95,4233.95,No,0,4924,No Churn,2,Loyal High-Value
3967-VQOGC,United States,California,Leggett,"39.873371, -123.741474",Female,No,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.9,1680.25,No,0,5847,No Churn,0,Budget Customers
7872-RDDLZ,United States,California,Piercy,"39.955587, -123.681175",Female,Yes,No,No,67,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.9,3725.5,No,0,4826,No Churn,2,Loyal High-Value
6308-CQRBU,United States,California,Zenia,"40.170357, -123.417298",Female,No,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,109.25,7707.7,No,0,5044,No Churn,2,Loyal High-Value
0186-CAERR,United States,California,Auburn,"38.912881, -121.082766",Male,No,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),116.3,8309.55,No,0,4644,No Churn,2,Loyal High-Value
3043-SUDUA,United States,California,West Sacramento,"38.592745, -121.540036",Female,No,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.9,601.55,No,0,4374,No Churn,0,Budget Customers
5442-BHQNG,United States,California,Brooks,"38.809804, -122.241383",Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.35,139.25,No,0,3430,No Churn,1,At-Risk New
2169-RRLFW,United States,California,Capay,"38.681651, -122.130569",Female,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.6,1888.25,No,0,5063,No Churn,0,Budget Customers
5872-OEQNH,United States,California,Carmichael,"38.626128, -121.328011",Female,No,No,No,60,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,44.45,2773.9,No,0,4928,No Churn,0,Budget Customers
3162-KKZXO,United States,California,Citrus Heights,"38.69508, -121.271616",Female,Yes,No,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.15,5409.75,No,0,5182,No Churn,2,Loyal High-Value
8873-GLDMH,United States,California,Courtland,"38.311609, -121.554034",Female,No,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.85,401.3,No,0,4220,No Churn,1,At-Risk New
5696-JVVQY,United States,California,Davis,"38.508735, -121.678813",Female,No,Yes,Yes,48,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),70.1,3238.4,No,0,5476,No Churn,2,Loyal High-Value
8946-BFWSG,United States,California,Davis,"38.544002, -121.685559",Male,No,Yes,Yes,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.25,1573.05,No,0,6245,No Churn,0,Budget Customers
0547-HURJB,United States,California,Dixon,"38.392821, -121.799917",Male,No,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.05,235.8,No,0,4001,No Churn,0,Budget Customers
8904-OPDCK,United States,California,Citrus Heights,"38.69549, -121.307864",Male,Yes,Yes,No,54,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),24.95,1364.75,No,0,4691,No Churn,0,Budget Customers
8845-LWKGE,United States,California,El Dorado,"38.63153, -120.842609",Female,No,Yes,Yes,30,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,64.5,1985.15,No,0,2215,No Churn,1,At-Risk New
0691-NIKRI,United States,California,Elverta,"38.734997, -121.463719",Female,No,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.95,4335.2,No,0,3784,No Churn,2,Loyal High-Value
5022-JNQEQ,United States,California,Esparto,"38.834469, -122.127193",Female,No,Yes,Yes,9,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.85,647.5,No,0,4843,No Churn,0,Budget Customers
3249-VHRIP,United States,California,Fiddletown,"38.513484, -120.704613",Female,No,No,No,62,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),43.6,2748.7,No,0,4507,No Churn,0,Budget Customers
3736-BLEPA,United States,California,Folsom,"38.672638, -121.147403",Male,No,No,No,28,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),91.25,2483.65,No,0,2886,No Churn,1,At-Risk New
4701-LKOZD,United States,California,Foresthill,"39.031876, -120.811141",Female,No,No,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.75,6367.2,No,0,5150,No Churn,2,Loyal High-Value
6603-QWSPR,United States,California,Galt,"38.274451, -121.259201",Female,No,No,No,46,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.4,4904.2,No,0,4190,No Churn,2,Loyal High-Value
9921-QFQUL,United States,California,Garden Valley,"38.852544, -120.837669",Female,No,Yes,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,90.15,2044.95,No,0,5110,No Churn,0,Budget Customers
1929-ZCBHE,United States,California,Georgetown,"38.9386, -120.785514",Male,No,Yes,Yes,47,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,40.3,1794.8,No,0,5040,No Churn,0,Budget Customers
4378-MYPGO,United States,California,Greenwood,"38.921333, -120.897718",Male,No,Yes,Yes,68,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.25,7173.15,No,0,5795,No Churn,2,Loyal High-Value
4129-LYCOI,United States,California,Guinda,"38.830739, -122.196202",Female,No,No,Yes,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,104.0,7039.05,No,0,4741,No Churn,2,Loyal High-Value
7798-JVXYM,United States,California,Herald,"38.313447, -121.123886",Female,No,No,No,14,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.65,921.4,No,0,5351,No Churn,0,Budget Customers
8647-SDTWQ,United States,California,Hood,"38.375325, -121.507935",Male,No,Yes,Yes,57,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.3,4018.35,No,0,4133,No Churn,2,Loyal High-Value
2696-ECXKC,United States,California,Ione,"38.33788, -120.954202",Female,No,Yes,Yes,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,100.9,5448.6,No,0,6153,No Churn,2,Loyal High-Value
2081-KJSQF,United States,California,Isleton,"38.154823, -121.601358",Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.25,20.25,No,0,4769,No Churn,0,Budget Customers
3323-CPBWR,United States,California,Knights Landing,"38.875508, -121.765866",Male,No,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),96.9,2085.45,No,0,3875,No Churn,1,At-Risk New
3384-CTMSF,United States,California,Lincoln,"38.922812, -121.312005",Male,No,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.1,5135.15,No,0,3142,No Churn,2,Loyal High-Value
0902-RFHOF,United States,California,Loomis,"38.809175, -121.171375",Male,No,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,730.1,No,0,2907,No Churn,1,At-Risk New
6048-QBXKL,United States,California,Madison,"38.674276, -121.961866",Female,Yes,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),56.55,118.25,No,0,2069,No Churn,1,At-Risk New
7718-RXDGG,United States,California,Newcastle,"38.883224, -121.15918",Male,No,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),68.6,1108.6,No,0,3351,No Churn,1,At-Risk New
1025-FALIX,United States,California,Nicolaus,"38.788898, -121.608624",Female,No,No,No,26,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.05,1815.65,No,0,5379,No Churn,0,Budget Customers
3451-VAWLI,United States,California,North Highlands,"38.671295, -121.388251",Female,No,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,730.4,No,0,5636,No Churn,0,Budget Customers
3407-QGWLG,United States,California,Roseville,"38.736685, -121.251984",Male,No,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.05,75.45,No,0,2948,No Churn,1,At-Risk New
